266,1,873,0.007,0.079,0.49,0.002,0.001,8.92,0.47,0.86,0.2,0.05,0.235,0.052,0.1422,0.002,0.0003,0.015,0.0003,0.0099,1453,1,1,1073,2,1,0,2,1,0.0003
270,5.3,873,0.07,0.06,0.42,0.002,0.005,8.98,0.52,1.65,0.1,0.05,0.16,0.049,0.038,0.008,0.004,0.015,0.0003,0.01,1323,1,1,1053,1,1,0,2,1,0.0003
139,2985,873,0.1,0.27,0.44,0.005,0.001,8.84,0.94,0.01,0.09,0.01,0.23,0.081,0.064,0.005,0.0003,0.015,0.0003,0.01,1338,1,1,933,3,1,913,8.4,1,0.0003
37,164,973,0.12,0.34,0.43,0.014,0.005,8.5,0.96,0.01,0.075,0.02,0.01,0.005,0.017,0.002,0.0003,0.1,0.0003,0.01,1183,0.17,0,993,1.17,1,0,2,1,0.0003
177,35826,873,0.168,0.3,0.5,0.001,0.002,9.16,0.1,3.08,0.2,0.05,0.16,0.005,0.003,0.005,0.007,0.015,0.1,0.003,1373,1,3,1073,1,1,0,2,1,0.0003
137,3994,873,0.1,0.41,0.39,0.013,0.003,8.52,0.96,0.01,0.11,0.05,0.22,0.08,0.038,0.003,0.0003,0.015,0.0003,0.01,1313,1,1,1053,1,1,0,2,1,0.0003
108,17603,823,0.12,0.33,0.5,0.01,0.005,2.17,1,0.01,0.07,0.06,0.01,0.005,0.008,0.004,0.0003,0.05,0.0003,0.01,1183,1.2,1,983,1.2,1,0,2,1,0.0003
130,48,911,0.089,0.28,0.47,0.021,0.006,9.24,0.96,0.01,0.16,0.08,0.21,0.054,0.035,0.005,0.0003,0.015,0.0003,0.01,1313,1,1,1033,1,1,0,2,1,0.0003
373,54,773,0.14,0.31,0.52,0.009,0.009,2.4,1.04,0.01,0.19,0.13,0.01,0.005,0.0112,0.017,0.0003,0.05,0.0003,0.01,1203,6,3,908,6,1,873,2,1,0.0003
88,29432,823,0.13,0.54,0.5,0.025,0.016,8.96,1.05,0.01,0.1,0.05,0.01,0.005,0.023,0.013,0.0003,0.1,0.0003,0.01,1243,0.33,1,1133,0.5,0,1013,0.5,1,0.0003
196,3885,873,0.13,0.05,0.43,0.006,0.004,8.95,1.18,0.65,0.06,0.05,0.17,0.062,0.049,0.002,0.0003,0.99,0.0003,0.01,1373,15,2,823,20,1,953,23,1,0.0003
47,14204,873,0.12,0.21,0.66,0.028,0.003,11.8,0.13,0.01,0.41,0.1,0.01,0.005,0.0393,0.002,0.0003,0.05,0.0003,0.01,1243,0.5,2,1023,1,3,0,2,1,0.0003
216,31,823,0.12,0.39,0.52,0.02,0.018,2.24,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.006,0.0003,0.05,0.0003,0.01,1193,1,1,913,1.5,1,0,2,1,0.0003
37,1583,923,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.0003,0.05,0.0003,0.01,1173,1.2,3,905,1.25,1,923,1.5,0,0.0003
78,1952,923,0.21,0.35,0.85,0.007,0.013,10.51,1.4,0.01,0.05,0.01,0.01,0.005,0.013,0.005,0.051,0.015,0.0003,0.01,1423,1,2,923,1,1,0,2,1,0.0003
137,818,873,0.09,0.25,0.45,0.007,0.001,8.5,1,0.01,0.12,0.02,0.203,0.074,0.045,0.008,0.0004,0.015,0.0003,0.01,1323,1.5,1,1053,1,1,0,2,1,0.0003
130,2955,873,0.089,0.28,0.47,0.021,0.006,9.24,0.96,0.01,0.16,0.08,0.21,0.054,0.035,0.005,0.0003,0.015,0.0003,0.01,1313,1,1,1033,1,1,0,2,1,0.0003
68,1179,923,0.23,0.37,0.55,0.023,0.008,11.3,1.2,0.96,0.64,0.11,0.22,0.005,0.019,0.039,0.0003,0.04,0.0003,0.01,1303,0.67,2,903,3,2,0,2,1,0.0003
53,105,923,0.2,0.24,0.47,0.026,0.009,11.59,0.98,0.01,0.39,0.05,0.28,0.005,0.032,0.002,0.0003,0.015,0.0003,0.01,1193,0.5,2,1053,2,1,0,2,1,0.0003
196,1229,773,0.12,0.21,0.66,0.028,0.003,11.8,0.13,0.01,0.41,0.1,0.01,0.005,0.0393,0.002,0.0003,0.05,0.0003,0.01,1243,0.5,2,1023,1,3,0,2,1,0.0003
219,208,873,0.082,0.35,0.65,0.008,0.015,11.78,2,0.01,0.06,0.05,0.25,0.005,0.014,0.054,0.0003,0.015,0.0003,0.014,1273,1,1,973,1,1,0,2,1,0.0003
70,16834,922,0.089,0.19,0.4,0.005,0.009,9.21,0.93,0.01,0.05,0.02,0.197,0.059,0.065,0.003,0.001,0.019,0.0003,0.008,1313,1,1,1033,1,1,0,2,1,0.0003
97,284,973,0.006,0.074,0.48,0.003,0.001,9.08,0.48,1.52,0.2,0.05,0.238,0.06,0.1651,0.002,0.0003,0.015,0.0003,0.0197,1453,1,1,1073,2,1,0,2,1,0.0003
78,174,923,0.13,0.27,0.49,0.019,0.018,2.29,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.009,0.0003,0.05,0.0003,0.01,1193,1,1,913,1.5,1,0,2,1,0.0003
88,55473,823,0.12,0.29,0.5,0.018,0.018,2.25,0.96,0.01,0.027,0.05,0.01,0.005,0.0099,0.004,0.0003,0.05,0.0003,0.01,1193,1,1,913,1.5,1,0,2,1,0.0003
294,3630,823,0.2,0.5,0.59,0.021,0.007,11,1.1,1.07,0.78,0.09,0.21,0.005,0.015,0.03,0.0003,0.04,0.0003,0.01,1303,0.67,2,903,3,2,0,2,1,0.0003
53,471,923,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.0003,0.05,0.0003,0.01,1173,1.2,3,905,1.25,1,923,1.5,0,0.0003
88,60359,823,0.12,0.35,0.49,0.01,0.006,2.24,1.04,0.01,0.098,0.04,0.01,0.005,0.008,0.004,0.0003,0.05,0.0003,0.01,1183,1.2,1,983,1.2,1,0,2,1,0.0003
98,15993,823,0.12,0.41,0.46,0.02,0.004,12.1,0.04,0.01,0.23,0.06,0.01,0.005,0.0137,0.032,0.0003,0.05,0.0003,0.01,1223,1.5,2,923,2,1,0,2,1,0.0003
113,1196,923,0.049,0.52,0.6,0.01,0.012,10.03,2.07,0.01,0.1,0.05,0.1,0.049,0.017,0.005,0.0003,0.015,0.0003,0.01,1323,0.5,1,973,1,1,0,2,1,0.0003
216,4745,773,0.12,0.33,0.5,0.01,0.005,2.17,1,0.01,0.07,0.06,0.01,0.005,0.008,0.004,0.0003,0.05,0.0003,0.01,1183,1.2,1,983,1.2,1,0,2,1,0.0003
191,161,873,0.046,0.544,0.55,0.002,0.007,9.95,2.031,0.01,0.1,0.05,0.214,0.005,0.017,0.005,0.0003,0.015,0.0003,0.01,1323,0.5,1,973,1,1,0,2,1,0.0003
92,1637,922,0.084,0.4,0.46,0.01,0.003,8.57,1.02,0.05,0.09,0.04,0.198,0.073,0.053,0.014,0.001,0.055,0.0003,0.008,1311,1,0,977,24,1,0,2,1,0.0003
124,1489,923,0.12,0.05,0.64,0.016,0.001,10.61,0.44,1.87,0.32,0.86,0.21,0.05,0.064,0.022,0.0022,0.015,0.0003,0.01,1338,2,1,1043,2,1,1013,4,1,0.0003
125,1051,923,0.106,0.04,0.46,0.008,0.001,8.96,0.47,1.84,0.06,0.05,0.2,0.069,0.051,0.007,0.001,0.015,0.0003,0.01,1338,2,1,1043,2,1,1013,4,1,0.0003
245,12,923,0.14,0.02,0.52,0.007,0.005,10.5,0.11,1.78,0.69,0.05,0.17,0.057,0.037,0.002,0.0003,0.015,0.0003,0.01,1323,15,2,823,20,1,933,23,1,0.0003
80,8758,923,0.056,0.567,0.554,0.002,0.005,10.27,2.095,0.01,0.1,0.05,0.179,0.055,0.017,0.005,0.0003,0.015,0.0003,0.01,1323,0.5,1,973,1,1,0,2,1,0.0003
116,299,923,0.082,0.32,0.64,0.015,0.014,11.97,2.04,0.01,1.32,0.05,0.24,0.005,0.024,0.04,0.0003,0.015,0.0003,0.009,1273,1,1,973,1,1,0,2,1,0.0003
298,290,823,0.082,0.33,0.63,0.015,0.014,12.01,2.02,0.01,2,0.05,0.25,0.005,0.03,0.057,0.0003,0.015,0.0003,0.015,1273,1,1,973,1,1,0,2,1,0.0003
134,4520,873,0.046,0.544,0.55,0.002,0.007,9.95,2.031,0.01,0.1,0.05,0.214,0.005,0.017,0.005,0.0003,0.015,0.0003,0.01,1323,0.5,1,973,1,1,0,2,1,0.0003
137,3758,873,0.1,0.24,0.45,0.004,0.001,8.84,0.95,0.01,0.04,0.01,0.21,0.079,0.055,0.011,0.0003,0.015,0.0003,0.01,1338,1,1,933,3,1,913,8.4,1,0.0003
157,53448,773,0.14,0.31,0.52,0.009,0.009,2.4,1.04,0.01,0.19,0.13,0.01,0.005,0.0112,0.017,0.0003,0.05,0.0003,0.01,1203,6,3,908,6,1,873,2,1,0.0003
405,4.2,823,0.049,0.52,0.6,0.01,0.012,10.03,2.07,0.01,0.1,0.05,0.1,0.049,0.017,0.005,0.0003,0.015,0.0003,0.01,1323,0.5,1,973,1,1,0,2,1,0.0003
47,6402,923,0.23,0.3,0.59,0.028,0.008,12.1,1.22,1.09,0.67,0.12,0.24,0.005,0.021,0.02,0.0003,0.04,0.0003,0.01,1303,0.67,2,903,3,2,0,2,1,0.0003
78,20632,823,0.12,0.41,0.46,0.02,0.004,12.1,0.04,0.01,0.23,0.06,0.01,0.005,0.0137,0.032,0.0003,0.05,0.0003,0.01,1223,1.5,2,923,2,1,0,2,1,0.0003
120,60,873,0.06,0.4,0.27,0.013,0.005,8.6,0.8,0.01,0.07,0.05,0.26,0.08,0.04,0.02,0.0003,0.015,0.0003,0.01,1123,1,1,1033,1,1,0,2,1,0.0003
37,4213,923,0.12,0.29,0.5,0.018,0.018,2.25,0.96,0.01,0.027,0.05,0.01,0.005,0.0099,0.004,0.0003,0.05,0.0003,0.01,1193,1,1,913,1.5,1,0,2,1,0.0003
294,4142,823,0.23,0.37,0.55,0.023,0.008,11.3,1.2,0.96,0.64,0.11,0.22,0.005,0.019,0.039,0.0003,0.04,0.0003,0.01,1303,0.67,2,903,3,2,0,2,1,0.0003
138,172,922,0.063,0.36,0.65,0.017,0.017,9.04,2.99,0.01,1.02,0.05,0.01,0.005,0.019,0.005,0.0003,0.015,0.0003,0.01,1338,0.5,1,978,1,1,0,2,1,0.0003
280,60,823,0.099,0.385,0.42,0.017,0.0041,8.75,0.96,0.03,0.128,0.4,0.204,0.07,0.058,0.024,0.0003,0.015,0.0003,0.01,1323,1,1,1003,1,1,1023,1,1,0.0003
137,60,873,0.12,0.29,0.43,0.013,0.012,2.28,0.97,0.01,0.036,0.07,0.01,0.005,0.009,0.008,0.0003,0.05,0.0003,0.01,1203,0.3,1,893,2.2,1,0,2,1,0.0003
100,233,973,0.088,0.06,0.45,0.005,0.002,9.01,0.5,1.77,0.1,0.05,0.2,0.05,0.048,0.008,0.004,0.015,0.0003,0.01,1323,1,1,1053,1,1,0,2,1,0.0003
108,8999,823,0.12,0.39,0.52,0.02,0.018,2.24,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.006,0.0003,0.05,0.0003,0.01,1193,1,1,913,1.5,1,0,2,1,0.0003
223,8.3,873,0.09,0.021,0.56,0.009,0.009,8.36,0.86,0.01,0.46,0.05,0.2,0.06,0.065,0.007,0.0003,0.015,0.0003,0.01,1333,1,2,1023,2,1,0,2,1,0.0003
127,43,923,0.11,0.43,0.4,0.016,0.005,8.58,0.98,0.01,0.11,0.05,0.22,0.08,0.04,0.005,0.0003,0.015,0.0003,0.01,1313,1,1,1053,1,1,0,2,1,0.0003
88,250,873,0.12,0.34,0.43,0.014,0.005,8.5,0.96,0.01,0.075,0.02,0.01,0.005,0.017,0.002,0.0003,0.1,0.0003,0.01,1183,0.17,0,993,1.17,1,0,2,1,0.0003
78,55,923,0.1,0.3,0.49,0.001,0.003,8.96,0.1,0.01,0.2,0.05,0.01,0.005,0.001,0.005,0.0003,0.015,0.0003,0.009,1203,1,3,1023,1,1,0,2,1,0.0003
61,9790,873,0.11,0.59,0.41,0.017,0.009,9.15,1.05,0.01,0.1,0.02,0.01,0.005,0.018,0.011,0.0003,0.1,0.0003,0.01,1243,0.33,1,1133,0.5,0,1013,0.5,1,0.0003
177,163,823,0.12,0.39,0.52,0.02,0.018,2.24,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.006,0.0003,0.05,0.0003,0.01,1193,1,1,913,1.5,1,0,2,1,0.0003
240,2475,823,0.082,0.32,0.64,0.015,0.014,11.97,2.04,0.01,1.32,0.05,0.24,0.005,0.024,0.04,0.0003,0.015,0.0003,0.009,1273,1,1,973,1,1,0,2,1,0.0003
117,405,922,0.059,0.01,0.43,0.018,0.008,9.66,0.85,0.01,0.29,0.08,0.153,0.015,0.042,0.003,0.0003,0.026,0.0003,0.015,1311,1,1,1033,1,1,0,2,1,0.0003
29,21484,923,0.09,0.45,0.45,0.021,0.014,9.15,0.93,0.01,0.12,0.06,0.01,0.005,0.017,0.009,0.0003,0.1,0.0003,0.01,1173,0.66,0,1003,1.5,1,0,2,1,0.0003
118,170,873,0.14,0.28,0.59,0.018,0.017,11.92,0.21,0.01,0.45,0.04,0.01,0.005,0.0303,0.007,0.0003,0.05,0.0003,0.01,1253,0.5,2,903,2,1,883,2,1,0.0003
226,452,873,0.045,0.536,0.528,0.003,0.01,9.842,2.016,0.01,0.1,0.05,0.088,0.07,0.017,0.005,0.0003,0.015,0.0003,0.01,1323,0.5,1,973,1,1,0,2,1,0.0003
270,5245,825,0.082,0.35,0.65,0.008,0.015,11.78,2,0.01,0.06,0.05,0.25,0.005,0.014,0.054,0.0003,0.015,0.0003,0.014,1273,1,1,973,1,1,0,2,1,0.0003
203,1915,811,0.084,0.4,0.46,0.01,0.003,8.57,1.02,0.05,0.09,0.04,0.198,0.073,0.053,0.014,0.001,0.055,0.0003,0.008,1311,1,0,977,24,1,0,2,1,0.0003
176,3422,848,0.09,0.2,0.56,0.021,0.01,8.63,0.86,0.01,0.46,0.05,0.2,0.06,0.065,0.007,0.0003,0.015,0.0003,0.01,1333,1,1,1023,2,1,0,2,1,0.0003
137,4298,823,0.14,0.31,0.52,0.009,0.009,2.4,1.04,0.01,0.19,0.13,0.01,0.005,0.0112,0.017,0.0003,0.05,0.0003,0.01,1203,6,3,908,6,1,873,2,1,0.0003
230,5571,823,0.12,0.05,0.64,0.016,0.001,10.61,0.44,1.87,0.32,0.86,0.21,0.05,0.064,0.022,0.0022,0.015,0.0003,0.01,1338,2,1,1043,2,1,1013,50,1,0.0003
78,3894,873,0.13,0.36,0.65,0.015,0.011,11.69,0.19,0.01,0.38,0.03,0.01,0.005,0.027,0.016,0.0003,0.05,0.0003,0.01,1253,0.5,2,913,2,1,903,2,1,0.0003
53,22343,873,0.12,0.29,0.5,0.018,0.018,2.25,0.96,0.01,0.027,0.05,0.01,0.005,0.0099,0.004,0.0003,0.05,0.0003,0.01,1193,1,1,913,1.5,1,0,2,1,0.0003
88,55447,823,0.13,0.27,0.49,0.019,0.018,2.29,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.009,0.0003,0.05,0.0003,0.01,1193,1,1,913,1.5,1,0,2,1,0.0003
26,473,973,0.11,0.5,0.38,0.018,0.011,8.86,0.98,0.01,0.1,0.02,0.01,0.005,0.018,0.012,0.0003,0.1,0.0003,0.01,1243,0.33,1,1133,0.5,0,1013,1,1,0.0003
98,34137,823,0.1,0.13,0.48,0.014,0.012,2.28,0.99,0.01,0.062,0.08,0.01,0.005,0.008,0.006,0.0003,0.05,0.0003,0.01,1203,0.3,1,893,2.2,1,0,2,1,0.0003
137,88628,773,0.14,0.31,0.52,0.009,0.009,2.4,1.04,0.01,0.19,0.13,0.01,0.005,0.0112,0.017,0.0003,0.05,0.0003,0.01,1203,6,3,908,6,1,873,2,1,0.0003
37,187,973,0.09,0.5,0.47,0.021,0.014,9.13,0.95,0.01,0.07,0.08,0.01,0.005,0.017,0.009,0.0003,0.1,0.0003,0.01,1173,0.66,0,1003,1.5,1,0,2,1,0.0003
216,6057,773,0.13,0.27,0.49,0.019,0.018,2.29,0.97,0.01,0.025,0.04,0.01,0.005,0.01,0.009,0.0003,0.05,0.0003,0.01,1193,1,1,913,1.5,1,0,2,1,0.0003
89,683,973,0.088,0.06,0.45,0.005,0.002,9.01,0.5,1.77,0.1,0.05,0.2,0.05,0.048,0.008,0.004,0.015,0.0003,0.01,1323,1,1,1053,1,1,0,2,1,0.0003
78,1829,923,0.044,0.522,0.549,0.002,0.008,9.907,2.014,0.01,0.1,0.05,0.025,0.103,0.017,0.005,0.0003,0.015,0.0003,0.01,1323,0.5,1,973,1,1,0,2,1,0.0003
148,4,973,0.07,0.06,0.42,0.002,0.005,8.98,0.52,1.65,0.1,0.05,0.16,0.049,0.038,0.008,0.004,0.015,0.0003,0.01,1323,1,1,1053,1,1,0,2,1,0.0003
265,35,823,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.0003,0.05,0.0003,0.01,1173,1.2,3,905,1.25,1,923,1.5,0,0.0003
61,6509,873,0.14,0.21,0.53,0.012,0.012,2.4,1.01,0.01,0.14,0.16,0.01,0.005,0.0108,0.018,0.0003,0.05,0.0003,0.01,1203,6,3,908,6,1,873,2,1,0.0003
191,35,873,0.057,0.556,0.566,0.002,0.006,9.978,2.037,0.01,0.1,0.05,0.013,0.005,0.017,0.005,0.0003,0.015,0.0003,0.01,1323,0.5,1,973,1,1,0,2,1,0.0003
98,8613,823,0.12,0.21,0.66,0.028,0.003,11.8,0.13,0.01,0.41,0.1,0.01,0.005,0.0393,0.002,0.0003,0.05,0.0003,0.01,1243,0.5,2,1023,1,3,0,2,1,0.0003
124,331,922,0.083,0.41,0.46,0.01,0.004,8.46,1.02,0.05,0.09,0.03,0.198,0.072,0.051,0.002,0.001,0.055,0.0003,0.012,1313,1,1,1033,1,1,0,2,1,0.0003
117,28,923,0.09,0.25,0.45,0.007,0.001,8.5,1,0.01,0.12,0.02,0.203,0.074,0.045,0.008,0.0004,0.015,0.0003,0.01,1323,1.5,1,1053,1,1,0,2,1,0.0003
53,36594,873,0.09,0.45,0.45,0.021,0.014,9.15,0.93,0.01,0.12,0.06,0.01,0.005,0.017,0.009,0.0003,0.1,0.0003,0.01,1173,0.66,0,1003,1.5,1,0,2,1,0.0003
173,1654,873,0.12,0.05,0.64,0.016,0.001,10.61,0.44,1.87,0.32,0.86,0.21,0.05,0.064,0.022,0.0022,0.015,0.0003,0.01,1338,2,1,1043,2,1,1013,50,1,0.0003
88,13784,823,0.12,0.34,0.43,0.014,0.005,8.5,0.96,0.01,0.075,0.02,0.01,0.005,0.017,0.002,0.0003,0.1,0.0003,0.01,1183,0.17,0,993,1.17,1,0,2,1,0.0003
294,126,773,0.1,0.35,0.5,0.01,0.008,2.25,1.04,0.01,0.096,0.04,0.01,0.005,0.008,0.004,0.0003,0.05,0.0003,0.01,1183,1.2,1,983,1.2,1,0,2,1,0.0003
26,567,973,0.13,0.54,0.5,0.025,0.016,8.96,1.05,0.01,0.1,0.05,0.01,0.005,0.023,0.013,0.0003,0.1,0.0003,0.01,1243,0.33,1,1133,0.5,0,1013,0.5,1,0.0003
22,2837,973,0.12,0.34,0.43,0.014,0.005,8.5,0.96,0.01,0.075,0.02,0.01,0.005,0.017,0.002,0.0003,0.1,0.0003,0.01,1183,0.17,0,993,1.17,1,0,2,1,0.0003
264,7.5,873,0.006,0.079,0.48,0.003,0.001,9.07,0.48,0.84,0.2,0.05,0.238,0.066,0.1553,0.002,0.0003,0.015,0.0003,0.035,1453,1,1,1053,2,1,0,2,1,0.0003
137,267,873,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.0003,0.05,0.0003,0.01,1173,1.2,3,905,1.25,1,923,1.5,0,0.0003
236,56,923,0.22,0.33,0.8,0.009,0.008,10.21,1.32,0.01,0.07,0.02,0.18,0.28,0.017,0.005,0.023,0.015,0.0003,0.01,1423,1,2,923,1,1,0,2,1,0.0003
355,476,823,0.049,0.52,0.6,0.01,0.012,10.03,2.07,0.01,0.1,0.05,0.1,0.049,0.017,0.005,0.0003,0.015,0.0003,0.01,1323,0.5,1,973,1,1,0,2,1,0.0003
235,46,923,0.2,0.38,0.92,0.008,0.01,10.71,1.44,0.01,0.06,0.01,0.19,0.22,0.017,0.005,0.026,0.015,0.0003,0.01,1423,1,2,923,1,1,0,2,1,0.0003
216,3349,873,0.14,0.02,0.52,0.007,0.005,10.5,0.11,1.78,0.69,0.05,0.17,0.057,0.037,0.002,0.0003,0.015,0.0003,0.01,1323,15,2,823,20,1,933,23,1,0.0003
113,1772,923,0.106,0.04,0.46,0.008,0.001,8.96,0.47,1.84,0.06,0.05,0.2,0.069,0.051,0.007,0.001,0.015,0.0003,0.01,1338,2,1,1043,2,1,1013,50,1,0.0003
73,8989,923,0.096,0.32,0.46,0.015,0.0045,8.46,0.96,0.01,0.18,0.05,0.24,0.078,0.05,0.005,0.0003,0.015,0.0003,0.01,1323,1,1,1023,1,1,0,2,1,0.0003
60,13984,923,0.096,0.32,0.46,0.015,0.0045,8.46,0.96,0.01,0.18,0.05,0.24,0.078,0.05,0.005,0.0003,0.015,0.0003,0.01,1323,1,1,1053,1,1,0,2,1,0.0003
294,4306,773,0.13,0.25,0.49,0.009,0.011,2.31,1.01,0.01,0.03,0.03,0.01,0.005,0.0115,0.039,0.0003,0.05,0.0003,0.01,1203,3,3,873,3,1,898,4,0,0.0003
471,36,723,0.14,0.21,0.53,0.012,0.012,2.4,1.01,0.01,0.14,0.16,0.01,0.005,0.0108,0.018,0.0003,0.05,0.0003,0.01,1203,6,3,908,6,1,873,2,1,0.0003
151,3.4,923,0.057,0.556,0.566,0.002,0.006,9.978,2.037,0.01,0.1,0.05,0.013,0.005,0.017,0.005,0.0003,0.015,0.0003,0.01,1323,0.5,1,973,1,1,0,2,1,0.0003
372,8075,773,0.2,0.5,0.59,0.021,0.007,11,1.1,1.07,0.78,0.09,0.21,0.005,0.015,0.03,0.0003,0.04,0.0003,0.01,1303,0.67,2,903,3,2,0,2,1,0.0003
98,12257,873,0.23,0.3,0.59,0.028,0.008,12.1,1.22,1.09,0.67,0.12,0.24,0.005,0.021,0.02,0.0003,0.04,0.0003,0.01,1303,0.67,2,903,3,2,0,2,1,0.0003
53,5965,873,0.08,0.42,0.54,0.018,0.007,2.28,0.96,0.01,0.03,0.03,0.01,0.005,0.0069,0.001,0.0003,0.05,0.0003,0.01,1173,1.2,3,905,1.25,1,923,1.5,0,0.0003
78,1.1677e+05,823,0.13,0.36,0.65,0.015,0.011,11.69,0.19,0.01,0.38,0.03,0.01,0.005,0.027,0.016,0.0003,0.05,0.0003,0.01,1253,0.5,2,913,2,1,903,2,1,0.0003
157,163,873,0.11,0.43,0.4,0.016,0.005,8.58,0.98,0.01,0.11,0.05,0.22,0.08,0.04,0.005,0.0003,0.015,0.0003,0.01,1313,1,1,1093,1,1,0,2,1,0.0003
333,1786,823,0.19,0.33,0.87,0.029,0.011,11.4,0.91,1.07,0.9,0.11,0.24,0.005,0.02,0.007,0.0003,0.12,0.0003,0.01,1303,1,2,903,2,1,0,2,1,0.0003
157,14798,773,0.1,0.35,0.5,0.01,0.008,2.25,1.04,0.01,0.096,0.04,0.01,0.005,0.008,0.004,0.0003,0.05,0.0003,0.01,1183,1.2,1,983,1.2,1,0,2,1,0.0003
167,621,873,0.1,0.24,0.45,0.004,0.001,8.84,0.95,0.01,0.04,0.01,0.21,0.079,0.055,0.011,0.0003,0.015,0.0003,0.01,1338,1,1,933,3,1,913,8.4,1,0.0003
341,42,825,0.082,0.35,0.65,0.008,0.015,11.78,2,0.01,0.06,0.05,0.25,0.005,0.014,0.054,0.0003,0.015,0.0003,0.014,1273,1,1,973,1,1,0,2,1,0.0003
130,1070,882,0.105,0.42,0.39,0.009,0.0023,8.33,0.96,0.01,0.13,0.08,0.2,0.07,0.056,0.005,0.0003,0.015,0.0003,0.01,1313,4,1,1033,4,1,0,2,1,0.0003
